date,BTCUSDT,ETHUSDT,BNBUSDT,SOLUSDT,NEARUSDT,AVAXUSDT,OPUSDT,FETUSDT,LINKUSDT,AAVEUSDT,XRPUSDT,DOGEUSDT
2023-01-01 00:00:00,16521.36,1194.19,245.1529,9.9549,1.252,10.8,0.916,0.0917,5.56,51.95,,0.0697702
2023-01-01 04:00:00,16528.14,1195.32,243.9536,9.7805,1.242,10.69,0.914,0.092,5.51,51.23,,0.0694625
2023-01-01 08:00:00,16550.51,1196.17,244.2534,9.9404,1.252,10.71,0.914,0.092,5.58,51.23,,0.0695413
2023-01-01 12:00:00,16557.02,1196.59,244.3091,9.8688,1.257,10.77,0.914,0.092,5.59,51.95,,0.0697107
2023-01-01 16:00:00,16599.38,1201.98,245.0832,9.9382,1.281,10.89,0.929,0.0915,5.63,52.12,,0.0702946
2023-01-01 20:00:00,16617.57,1199.97,244.1924,9.9994,1.277,10.87,0.923,0.0912,5.62,52.03,,0.0700693
2023-01-02 00:00:00,16662.79,1201.75,243.641,9.9948,1.267,10.85,0.924,0.0912,5.63,51.39,,0.0700232
2023-01-02 04:00:00,16720.59,1212.84,246.4074,11.0766,1.306,11.13,0.94,0.0927,5.7,53.33,,0.0717791
2023-01-02 08:00:00,16731.46,1217.14,246.5995,10.9981,1.304,11.13,0.947,0.0954,5.7,53.46,,0.0717847
2023-01-02 12:00:00,16735.13,1218.65,246.7805,11.125,1.32,11.19,0.952,0.0939,5.68,53.31,,0.0723455
2023-01-02 16:00:00,16735.25,1218.85,246.6291,11.2843,1.319,11.2,0.963,0.0983,5.72,53.73,,0.0721649
2023-01-02 20:00:00,16677.87,1214.05,245.2174,11.2914,1.314,11.15,0.962,0.0969,5.71,53.1,,0.0713525
2023-01-03 00:00:00,16693.22,1215.82,245.7528,11.2347,1.309,11.12,0.961,0.0987,5.67,53.03,,0.0716801
2023-01-03 04:00:00,16728.09,1217.0,246.3132,11.9521,1.327,11.27,0.972,0.0973,5.69,53.42,,0.0719231
2023-01-03 08:00:00,16719.81,1214.97,245.5771,11.8432,1.338,11.28,0.965,0.0986,5.68,53.42,,0.0714062
2023-01-03 12:00:00,16678.01,1211.64,245.3037,13.1207,1.333,11.39,0.966,0.0998,5.64,52.57,,0.0708473
2023-01-03 16:00:00,16647.99,1209.48,245.033,12.95,1.318,11.29,0.948,0.1004,5.6,52.27,,0.0699459
2023-01-03 20:00:00,16674.12,1214.68,246.0136,13.3944,1.321,11.37,0.956,0.1023,5.59,52.44,,0.0705139
2023-01-04 00:00:00,16868.06,1250.87,257.1582,13.5818,1.421,11.84,1.016,0.1032,5.81,54.94,,0.0726888
2023-01-04 04:00:00,16867.98,1252.0,255.3521,14.124,1.475,11.91,1.026,0.1026,5.79,55.37,,0.0725666
2023-01-04 08:00:00,16835.72,1251.96,254.7446,13.6943,1.502,11.78,1.039,0.1147,5.76,56.18,,0.0719949
2023-01-04 12:00:00,16851.27,1255.6,257.1244,13.3767,1.595,12.11,1.047,0.1146,5.81,57.34,,0.0723385
2023-01-04 16:00:00,16845.35,1253.89,257.5284,13.1639,1.551,12.11,1.019,0.1103,5.76,56.93,,0.0722765
2023-01-04 20:00:00,16849.97,1256.89,259.2094,13.4225,1.553,12.07,1.039,0.1121,5.81,56.76,,0.0732596
2023-01-05 00:00:00,16828.25,1252.94,257.5629,13.1794,1.543,12.08,1.033,0.1112,5.76,55.72,,0.0729363
2023-01-05 04:00:00,16824.0,1250.76,257.4476,13.2047,1.563,11.99,1.019,0.1109,5.75,55.72,,0.0737749
2023-01-05 08:00:00,16835.34,1255.54,257.0313,13.2734,1.562,11.88,1.017,0.1073,5.72,55.65,,0.0734259
2023-01-05 12:00:00,16844.59,1249.51,256.6998,13.2934,1.55,11.78,1.017,0.1079,5.73,55.65,,0.0723983
2023-01-05 16:00:00,16864.09,1253.71,257.9233,13.4231,1.546,11.82,1.032,0.108,5.74,55.65,,0.0727019
2023-01-05 20:00:00,16832.48,1251.03,256.5466,13.4253,1.526,11.75,1.025,0.1067,5.65,55.48,,0.0714113
2023-01-06 00:00:00,16832.8,1251.36,258.1042,13.196,1.533,11.68,1.037,0.1073,5.68,55.65,,0.0714935
2023-01-06 04:00:00,16794.73,1247.71,256.3203,13.1321,1.504,11.53,1.022,0.1144,5.62,54.67,,0.0709308
2023-01-06 08:00:00,16745.84,1243.29,256.2971,13.0111,1.48,11.42,0.989,0.1182,5.61,54.33,,0.0705038
2023-01-06 12:00:00,16840.61,1262.9,259.3222,13.1932,1.504,11.59,1.037,0.127,5.65,55.65,,0.0715226
2023-01-06 16:00:00,16934.52,1272.92,259.5393,13.3617,1.558,11.72,1.095,0.131,5.72,56.35,,0.0726412
2023-01-06 20:00:00,16952.15,1269.45,260.0202,13.5061,1.588,11.76,1.099,0.1251,5.69,56.44,,0.0725006
2023-01-07 00:00:00,16951.98,1266.57,261.9105,13.3262,1.583,11.8,1.103,0.13,5.77,56.43,,0.0724173
2023-01-07 04:00:00,16948.33,1266.89,260.9217,13.2868,1.563,11.82,1.093,0.1257,5.76,56.07,,0.0726286
2023-01-07 08:00:00,16924.07,1263.9,260.8739,13.1561,1.557,11.72,1.106,0.1313,5.76,55.9,,0.0720013
2023-01-07 12:00:00,16939.84,1265.12,261.032,13.2781,1.557,11.73,1.123,0.1452,5.82,56.36,,0.0722627
2023-01-07 16:00:00,16945.63,1265.41,261.7164,13.2247,1.566,11.76,1.087,0.1518,5.81,56.03,,0.0722005
2023-01-07 20:00:00,16945.2,1264.08,261.1947,13.1053,1.562,11.72,1.092,0.1574,5.84,56.14,,0.072161
2023-01-08 00:00:00,16941.19,1262.81,260.9756,13.3668,1.538,11.62,1.091,0.1616,5.82,56.47,,0.0718392
2023-01-08 04:00:00,16955.25,1263.6,260.8684,13.3369,1.556,11.72,1.108,0.1613,5.84,57.05,,0.0717849
2023-01-08 08:00:00,16927.19,1261.63,261.2733,13.5139,1.565,11.82,1.11,0.1574,5.8,58.6,,0.0716985
2023-01-08 12:00:00,16997.55,1274.41,266.9201,13.8866,1.598,11.95,1.149,0.1601,5.86,58.33,,0.0724526
2023-01-08 16:00:00,16927.31,1265.13,267.1802,13.5529,1.597,11.87,1.136,0.1469,5.82,58.33,,0.0718853
2023-01-08 20:00:00,17128.62,1289.3,274.4933,14.4426,1.636,12.07,1.257,0.1398,5.97,59.08,,0.0735838
2023-01-09 00:00:00,17199.61,1310.26,278.4667,16.0642,1.69,12.49,1.254,0.1451,6.09,61.01,,0.0748525
2023-01-09 04:00:00,17200.72,1311.93,277.8166,16.3615,1.679,12.49,1.317,0.1542,6.12,61.31,,0.0748988
2023-01-09 08:00:00,17239.74,1318.2,278.1533,16.365,1.688,12.41,1.287,0.159,6.16,61.79,,0.0777951
2023-01-09 12:00:00,17271.29,1335.85,280.3732,17.1416,1.687,12.56,1.341,0.1626,6.21,62.52,,0.0781834
2023-01-09 16:00:00,17293.18,1330.09,276.5616,16.2948,1.681,12.39,1.261,0.1516,6.11,61.4,,0.076854
2023-01-09 20:00:00,17181.92,1320.22,272.5366,16.2677,1.645,12.25,1.252,0.153,6.06,61.31,,0.0758052
2023-01-10 00:00:00,17207.59,1324.59,273.8237,15.9791,1.625,12.27,1.242,0.1615,6.07,61.19,,0.0757916
2023-01-10 04:00:00,17201.95,1323.17,274.403,15.8862,1.635,12.32,1.249,0.1585,6.1,60.8,,0.0756489
2023-01-10 08:00:00,17252.76,1329.54,275.2887,16.0436,1.633,12.47,1.257,0.1565,6.1,61.36,,0.0769988
2023-01-10 12:00:00,17320.94,1334.06,275.7092,16.2395,1.635,12.68,1.275,0.1592,6.12,62.06,,0.0766756
2023-01-10 16:00:00,17431.13,1339.47,276.3462,16.4035,1.653,12.8,1.29,0.1888,6.24,62.61,,0.0770933
2023-01-10 20:00:00,17441.76,1335.63,277.0939,16.2098,1.657,12.73,1.269,0.1895,6.16,61.79,,0.0777533
2023-01-11 00:00:00,17417.54,1331.08,274.79,16.0244,1.614,12.46,1.254,0.1916,6.1,61.28,,0.0765866
2023-01-11 04:00:00,17449.38,1335.5,277.8462,16.1145,1.608,12.53,1.28,0.1965,6.11,61.59,,0.0770504
2023-01-11 08:00:00,17433.89,1336.79,277.7973,16.0333,1.599,12.48,1.268,0.1903,6.13,61.38,,0.0767912
2023-01-11 12:00:00,17334.31,1323.4,277.1623,15.4335,1.568,12.43,1.218,0.175,6.02,60.31,,0.0751356
2023-01-11 16:00:00,17550.59,1342.7,279.5697,16.0033,1.687,14.64,1.243,0.1745,6.17,61.71,,0.0773039
2023-01-11 20:00:00,17944.83,1389.34,285.1353,16.3569,1.821,15.89,1.278,0.1807,6.29,64.24,,0.0781978
2023-01-12 00:00:00,18223.69,1400.84,287.0145,16.4557,1.806,15.98,1.339,0.1797,6.34,64.94,,0.07997
2023-01-12 04:00:00,18139.58,1398.87,284.958,16.2418,1.769,15.36,1.318,0.1917,6.31,66.68,,0.079127
2023-01-12 08:00:00,18203.01,1397.89,283.3138,16.0758,1.785,15.22,1.278,0.195,6.25,65.92,,0.0784911
2023-01-12 12:00:00,18088.11,1385.89,281.9865,15.9867,1.793,14.98,1.266,0.2115,6.19,66.42,,0.0773579
2023-01-12 16:00:00,18886.12,1425.79,285.8983,16.5475,1.84,15.34,1.383,0.2123,6.36,67.65,,0.079753
2023-01-12 20:00:00,18852.95,1416.23,287.9151,16.6025,1.843,15.45,1.394,0.2025,6.39,67.65,,0.0803225
2023-01-13 00:00:00,18874.18,1415.25,288.4592,16.7276,1.82,15.41,1.421,0.2113,6.38,67.77,,0.0806907
2023-01-13 04:00:00,18820.69,1408.32,287.6942,16.8935,1.812,15.53,1.392,0.2321,6.33,69.45,,0.0799934
2023-01-13 08:00:00,18915.01,1409.68,287.286,16.6942,1.822,15.67,1.445,0.237,6.33,68.02,,0.0798695
2023-01-13 12:00:00,19261.1,1421.93,288.5607,16.8367,1.823,15.66,1.543,0.2404,6.35,68.39,,0.0804161
2023-01-13 16:00:00,19364.29,1420.12,288.5367,17.1849,1.839,15.64,1.58,0.242,6.4,69.63,,0.0806397
2023-01-13 20:00:00,19930.08,1450.41,293.6707,18.3042,1.957,15.96,1.586,0.2402,6.61,71.23,,0.0844734
2023-01-14 00:00:00,20976.79,1556.62,307.2622,21.8679,2.104,16.82,1.589,0.2652,6.82,73.89,,0.087819
2023-01-14 04:00:00,20898.79,1553.24,310.848,23.5579,2.247,17.53,1.596,0.2548,7.0,78.12,,0.0890502
2023-01-14 08:00:00,20722.19,1530.27,304.1913,22.3449,2.159,17.01,1.624,0.2446,6.74,78.56,,0.0861512
2023-01-14 12:00:00,20794.44,1525.67,304.0579,22.3398,2.249,17.01,1.764,0.237,6.79,76.17,,0.0869791
2023-01-14 16:00:00,20787.37,1529.63,303.2873,23.0732,2.193,16.73,1.687,0.2417,6.77,75.63,,0.0860344
2023-01-14 20:00:00,20953.76,1549.2,304.9425,24.293,2.246,16.93,1.725,0.2386,6.85,75.56,,0.0873458
2023-01-15 00:00:00,20718.89,1525.28,298.3773,23.061,2.149,16.53,1.69,0.2256,6.73,74.77,,0.0849476
2023-01-15 04:00:00,20736.9,1529.28,297.1537,22.6377,2.151,16.33,1.669,0.2219,6.74,75.15,,0.0844384
2023-01-15 08:00:00,20724.85,1533.35,297.686,22.886,2.165,16.4,1.674,0.2304,6.7,74.57,,0.0844933
2023-01-15 12:00:00,20910.9,1556.3,302.6092,23.6924,2.202,17.05,1.84,0.2351,6.88,80.89,,0.0858576
2023-01-15 16:00:00,20863.66,1550.15,301.288,23.3629,2.183,16.82,1.856,0.2387,6.73,80.43,,0.0852105
2023-01-15 20:00:00,20869.54,1552.17,301.5612,22.8847,2.237,16.78,1.83,0.2281,6.67,79.12,,0.0861107
2023-01-16 00:00:00,21077.06,1569.02,304.2176,23.2862,2.341,16.81,1.768,0.2327,6.77,80.23,,0.0865297
2023-01-16 04:00:00,21113.52,1565.58,302.7208,24.2254,2.277,16.93,1.778,0.24,6.81,80.61,,0.0862141
2023-01-16 08:00:00,20819.14,1542.27,298.7073,23.428,2.17,16.53,1.81,0.2327,6.63,78.62,,0.0839948
2023-01-16 12:00:00,20990.88,1549.62,298.1211,23.1139,2.143,16.53,1.818,0.2288,6.56,78.27,,0.0835337
2023-01-16 16:00:00,21317.93,1591.17,301.1875,23.6451,2.19,16.83,1.814,0.2329,6.74,80.93,,0.084792
2023-01-16 20:00:00,21192.09,1576.78,299.0687,23.5983,2.189,16.76,1.791,0.2286,6.65,80.41,,0.0835984
2023-01-17 00:00:00,21128.05,1563.74,300.2189,23.1657,2.206,16.88,1.787,0.25,6.67,81.55,,0.0835
2023-01-17 04:00:00,21135.07,1563.23,300.2013,23.4839,2.225,16.83,1.839,0.2479,6.7,81.3,,0.0841893
2023-01-17 08:00:00,21226.12,1569.19,302.3593,23.7859,2.226,16.88,1.873,0.2688,6.72,82.38,,0.0844885
2023-01-17 12:00:00,21181.15,1571.4,302.5092,23.5272,2.215,17.73,1.8,0.2778,6.74,87.79,,0.083669
2023-01-17 16:00:00,21336.79,1588.86,302.8781,23.6537,2.232,17.61,1.801,0.2727,6.86,86.29,,0.0840152
2023-01-17 20:00:00,21136.37,1565.67,299.6194,23.0028,2.155,17.09,1.737,0.28,6.82,85.34,,0.0827962
2023-01-18 00:00:00,21263.01,1581.45,302.6673,23.304,2.177,17.29,1.773,0.2744,6.94,85.47,,0.0869365
2023-01-18 04:00:00,21298.88,1582.84,301.2545,23.0491,2.163,17.18,1.743,0.2812,6.86,83.64,,0.0870293
2023-01-18 08:00:00,21203.6,1576.02,300.8536,23.0595,2.131,16.87,1.703,0.2739,6.76,83.96,,0.0865068
2023-01-18 12:00:00,21039.23,1550.2,294.4136,21.7847,2.068,16.34,1.658,0.2591,6.56,81.68,,0.0848904
2023-01-18 16:00:00,20901.55,1542.26,292.8215,21.7898,2.035,16.38,1.702,0.2644,6.47,84.09,,0.0818801
2023-01-18 20:00:00,20677.13,1512.2,286.4322,20.7842,1.98,15.81,1.667,0.2494,6.36,82.45,,0.0801059
2023-01-19 00:00:00,20740.51,1524.32,289.8135,21.3303,2.04,15.87,1.71,0.2576,6.4,81.2,,0.0810372
2023-01-19 04:00:00,20817.94,1528.51,290.4518,21.2789,2.045,15.89,1.719,0.2592,6.45,81.83,,0.0808914
2023-01-19 08:00:00,20741.34,1519.63,289.556,20.9329,2.03,15.94,1.638,0.2546,6.39,80.01,,0.0806881
2023-01-19 12:00:00,20875.64,1533.02,289.913,21.0742,2.065,15.94,1.692,0.251,6.43,79.04,,0.0809742
2023-01-19 16:00:00,21099.17,1551.77,293.4041,21.6494,2.099,16.17,1.722,0.2692,6.48,80.79,,0.0819068
2023-01-19 20:00:00,21074.78,1550.91,294.4364,21.4131,2.089,16.19,1.75,0.2715,6.5,81.48,,0.0817167
2023-01-20 00:00:00,21090.05,1554.33,294.8884,21.3381,2.098,16.14,1.793,0.2733,6.51,81.04,,0.0813262
2023-01-20 04:00:00,20961.55,1549.72,287.8646,21.089,2.079,15.97,1.778,0.2621,6.47,80.79,,0.0808736
2023-01-20 08:00:00,20960.14,1549.49,287.0361,21.1473,2.074,16.0,1.759,0.2621,6.47,81.35,,0.081063
2023-01-20 12:00:00,21143.9,1563.46,289.2737,21.4254,2.098,16.18,1.79,0.2654,6.53,81.65,,0.0815011
2023-01-20 16:00:00,21492.17,1597.45,294.4663,23.2861,2.205,16.71,1.96,0.2882,6.67,85.35,,0.0834549
2023-01-20 20:00:00,22681.03,1659.72,305.0009,25.5018,2.391,17.5,2.147,0.2861,6.95,87.99,,0.0862994
2023-01-21 00:00:00,22546.88,1648.59,302.2416,24.8353,2.363,17.31,2.162,0.2833,7.02,86.45,,0.0860142
2023-01-21 04:00:00,22639.61,1650.91,304.2641,25.4464,2.415,17.38,2.376,0.2853,7.01,87.36,,0.0868581
2023-01-21 08:00:00,22907.95,1646.37,303.421,25.1791,2.365,17.19,2.409,0.2897,6.94,86.66,,0.0867627
2023-01-21 12:00:00,22998.44,1647.4,301.5548,25.2158,2.344,17.27,2.3,0.2889,6.9,85.71,,0.0863534
2023-01-21 16:00:00,23275.82,1663.18,304.1302,25.6655,2.394,17.4,2.33,0.2834,7.01,86.94,,0.0877668
2023-01-21 20:00:00,22775.95,1626.66,299.1898,24.748,2.329,16.86,2.198,0.2689,6.88,84.1,,0.0846012
2023-01-22 00:00:00,22757.51,1622.59,300.2804,25.0651,2.362,16.93,2.235,0.273,6.88,84.15,,0.0851493
2023-01-22 04:00:00,22890.43,1627.34,302.1085,25.1385,2.392,17.14,2.342,0.2798,6.88,84.57,,0.085664
2023-01-22 08:00:00,22784.1,1624.51,302.5557,24.9099,2.561,17.35,2.318,0.2772,6.87,85.47,,0.085603
2023-01-22 12:00:00,22795.72,1635.54,303.009,25.0364,2.509,18.13,2.29,0.2788,7.03,88.09,,0.086584
2023-01-22 16:00:00,22723.61,1634.88,304.2778,24.9011,2.419,17.83,2.239,0.274,7.06,87.12,,0.0893258
2023-01-22 20:00:00,22714.51,1627.4,303.009,24.2483,2.403,17.38,2.192,0.2661,6.98,85.29,,0.0883197
2023-01-23 00:00:00,22663.07,1630.35,303.6641,24.5534,2.685,17.93,2.234,0.2654,7.08,86.7,,0.0897171
2023-01-23 04:00:00,22695.63,1633.48,303.4886,24.4773,2.581,17.68,2.244,0.2776,7.05,86.85,,0.0892228
2023-01-23 08:00:00,22904.57,1636.83,306.342,24.6388,2.619,17.85,2.225,0.2809,7.13,88.21,,0.0899102
2023-01-23 12:00:00,22852.99,1621.34,303.93,24.2381,2.605,17.51,2.158,0.3029,7.05,85.86,,0.088381
2023-01-23 16:00:00,22800.31,1620.22,303.6178,24.1368,2.565,17.65,2.129,0.2851,6.93,85.66,,0.0876041
2023-01-23 20:00:00,22915.06,1626.23,304.9478,24.3153,2.539,17.95,2.184,0.2847,7.04,86.42,,0.0884307
2023-01-24 00:00:00,23081.0,1638.85,322.1663,25.0038,2.599,18.71,2.292,0.2871,7.18,88.54,,0.0907237
2023-01-24 04:00:00,23057.14,1635.88,318.2774,24.8067,2.586,18.58,2.252,0.2903,7.17,87.99,,0.0900222
2023-01-24 08:00:00,22920.41,1625.93,313.8255,24.4697,2.517,18.18,2.18,0.2842,7.09,85.7,,0.0887844
2023-01-24 12:00:00,22933.15,1620.77,316.1821,24.4623,2.521,18.27,2.163,0.2816,7.04,85.36,,0.0885519
2023-01-24 16:00:00,23025.43,1622.34,310.8101,24.4489,2.503,18.08,2.146,0.2785,6.99,84.35,,0.0885034
2023-01-24 20:00:00,22631.85,1555.67,299.9307,22.7608,2.361,16.98,1.988,0.2648,6.66,79.99,,0.083909
2023-01-25 00:00:00,22644.92,1546.63,300.0073,22.9029,2.341,16.95,2.02,0.2685,6.68,80.19,,0.0841047
2023-01-25 04:00:00,22712.21,1553.79,303.369,23.2938,2.398,17.3,2.065,0.2688,6.79,81.38,,0.0847076
2023-01-25 08:00:00,22600.81,1545.76,300.3862,23.0887,2.356,17.23,1.975,0.2622,6.69,80.54,,0.083584
2023-01-25 12:00:00,22574.64,1543.88,300.7007,23.344,2.389,17.34,2.22,0.2569,6.66,80.55,,0.0837835
2023-01-25 16:00:00,22747.79,1561.31,302.205,23.7457,2.433,17.56,2.385,0.2616,6.81,84.12,,0.0854058
2023-01-25 20:00:00,23055.67,1611.5,306.8167,24.5158,2.546,17.77,2.386,0.2708,6.97,86.02,,0.0865541
2023-01-26 00:00:00,23133.53,1614.86,305.7055,24.7904,2.57,18.02,2.368,0.2721,6.94,85.51,,0.0863
2023-01-26 04:00:00,22968.33,1605.03,306.2529,24.3561,2.572,18.08,2.34,0.2707,6.91,85.58,,0.086088
2023-01-26 08:00:00,22985.89,1603.25,304.5028,24.3466,2.522,17.95,2.278,0.2668,6.89,86.2,,0.0857642
2023-01-26 12:00:00,22949.55,1590.76,303.8088,24.2141,2.603,18.0,2.193,0.2626,6.95,86.94,,0.0858029
2023-01-26 16:00:00,23068.49,1603.94,305.5447,24.4346,2.533,17.98,2.202,0.2632,7.14,88.74,,0.0860875
2023-01-26 20:00:00,23005.88,1601.14,304.7672,24.3393,2.518,18.09,2.213,0.2633,7.15,89.11,,0.0863341
2023-01-27 00:00:00,22766.12,1565.64,302.8582,23.7201,2.454,17.85,2.154,0.2629,7.04,86.14,,0.0846453
2023-01-27 04:00:00,23075.69,1585.37,305.8417,24.0521,2.452,18.16,2.14,0.2655,7.28,87.52,,0.0858186
2023-01-27 08:00:00,22970.52,1578.62,304.9018,23.7308,2.415,18.0,2.148,0.277,7.22,86.42,,0.0853974
2023-01-27 12:00:00,22933.77,1575.6,303.9514,23.8531,2.475,18.08,2.249,0.2848,7.17,88.1,,0.0857357
2023-01-27 16:00:00,23242.92,1609.65,308.8802,24.4752,2.523,19.24,2.335,0.2827,7.4,87.32,,0.0870432
2023-01-27 20:00:00,23067.18,1597.59,307.9386,24.4331,2.565,21.18,2.27,0.2804,7.38,87.14,,0.0871296
2023-01-28 00:00:00,23114.81,1599.17,308.2596,24.5515,2.643,20.99,2.309,0.2861,7.43,86.92,,0.0877484
2023-01-28 04:00:00,22993.85,1592.94,308.8298,24.3721,2.555,20.53,2.225,0.2836,7.33,87.42,,0.090042
2023-01-28 08:00:00,22978.23,1586.11,307.4205,24.2814,2.536,20.46,2.176,0.2894,7.3,86.42,,0.0894687
2023-01-28 12:00:00,23011.06,1578.4,306.1583,24.1476,2.467,20.56,2.18,0.2845,7.25,85.35,,0.0884954
2023-01-28 16:00:00,23034.98,1576.84,306.3467,24.0962,2.479,20.82,2.173,0.2838,7.24,83.93,,0.0880245
2023-01-28 20:00:00,23021.21,1572.02,305.9082,24.0193,2.444,20.55,2.192,0.2941,7.22,84.25,,0.0877793
2023-01-29 00:00:00,23189.19,1594.3,307.7003,24.1338,2.505,20.32,2.202,0.2901,7.3,85.3,,0.0888507
2023-01-29 04:00:00,23209.12,1592.65,308.4692,24.1689,2.532,20.39,2.169,0.2858,7.3,86.22,,0.0885338
2023-01-29 08:00:00,23429.09,1608.92,317.4158,24.3155,2.55,20.66,2.249,0.2901,7.41,87.25,,0.0899216
2023-01-29 12:00:00,23521.65,1611.37,318.2726,24.6724,2.565,20.62,2.261,0.2871,7.36,87.92,,0.089837
2023-01-29 16:00:00,23900.61,1653.65,319.1202,26.3153,2.599,20.99,2.297,0.2888,7.46,88.0,,0.0905197
2023-01-29 20:00:00,23744.82,1644.38,317.0208,26.0994,2.58,21.02,2.376,0.2896,7.38,87.58,,0.0903216
2023-01-30 00:00:00,23703.1,1638.18,315.7263,25.449,2.526,20.64,2.31,0.2843,7.32,86.39,,0.0890813
2023-01-30 04:00:00,23650.76,1627.39,312.7104,25.3549,2.493,20.72,2.285,0.2795,7.23,85.31,,0.0883165
2023-01-30 08:00:00,23073.49,1581.92,307.8703,24.0585,2.391,20.0,2.177,0.2702,7.0,82.12,,0.0856709
2023-01-30 12:00:00,23187.25,1584.67,308.6659,24.4087,2.393,20.44,2.155,0.2688,7.01,82.4,,0.0866203
2023-01-30 16:00:00,22780.04,1553.99,305.1137,23.6261,2.299,20.22,2.082,0.26,6.87,80.23,,0.0870514
2023-01-30 20:00:00,22831.95,1566.67,307.0626,23.9736,2.308,19.75,2.135,0.2655,6.9,80.85,,0.0883536
2023-01-31 00:00:00,22830.27,1568.81,311.6768,24.0155,2.304,19.67,2.132,0.2609,6.97,81.23,,0.0915379
2023-01-31 04:00:00,22973.64,1580.26,311.9914,24.1272,2.317,19.77,2.146,0.2635,7.04,81.19,,0.0951006
2023-01-31 08:00:00,22868.01,1571.24,309.7609,23.766,2.301,19.54,2.077,0.2668,6.9,81.2,,0.0921138
2023-01-31 12:00:00,23112.54,1589.17,312.8402,24.114,2.336,19.97,2.176,0.2784,7.01,82.49,,0.093173
2023-01-31 16:00:00,23172.99,1598.25,313.7847,24.2229,2.352,20.06,2.219,0.2768,7.04,82.55,,0.0970978
2023-01-31 20:00:00,23128.28,1585.19,312.2506,23.9677,2.326,19.85,2.168,0.2767,6.96,83.25,,0.0961026
2023-02-01 00:00:00,23126.83,1584.6,312.4954,23.8608,2.304,19.64,2.213,0.2805,6.95,82.94,,0.0930441
2023-02-01 04:00:00,23072.23,1575.02,307.4659,23.5969,2.252,19.24,2.208,0.269,6.87,81.75,,0.0924678
2023-02-01 08:00:00,23074.67,1580.67,308.4057,23.5466,2.23,19.2,2.268,0.2698,6.85,81.6,,0.0920986
2023-02-01 12:00:00,22979.12,1576.08,306.5938,22.8294,2.19,18.85,2.22,0.2607,6.75,80.51,,0.0895856
2023-02-01 16:00:00,23373.6,1617.53,314.1941,24.245,2.318,19.9,2.396,0.2765,6.99,84.66,,0.0920276
2023-02-01 20:00:00,23726.72,1641.1,316.8014,24.9313,2.426,20.93,2.725,0.2887,7.22,88.29,,0.0939438
2023-02-02 00:00:00,23854.89,1671.03,327.5146,25.2914,2.48,22.14,2.715,0.2875,7.34,91.55,,0.0937258
2023-02-02 04:00:00,23780.5,1663.82,328.2985,24.8476,2.426,21.75,2.735,0.2934,7.23,90.49,,0.09303
2023-02-02 08:00:00,23821.85,1671.5,329.2049,24.9902,2.48,21.82,2.798,0.2892,7.3,90.95,,0.0939509
2023-02-02 12:00:00,23833.42,1678.12,328.368,24.9772,2.5,22.15,2.908,0.2907,7.29,90.86,,0.0931151
2023-02-02 16:00:00,23807.09,1675.33,327.9852,25.1,2.519,21.91,2.943,0.286,7.29,90.94,,0.0927521
2023-02-02 20:00:00,23482.33,1643.4,323.097,24.2213,2.443,21.22,2.776,0.274,7.08,88.25,,0.0909973
2023-02-03 00:00:00,23531.01,1641.91,321.1587,24.3189,2.434,21.11,2.817,0.2728,7.08,88.27,,0.0914443
2023-02-03 04:00:00,23447.78,1637.22,322.7031,24.2978,2.43,21.1,2.812,0.274,7.1,88.06,,0.091218
2023-02-03 08:00:00,23533.62,1649.05,329.0255,24.4723,2.478,21.34,2.981,0.2825,7.22,89.7,,0.0922938
2023-02-03 12:00:00,23601.4,1663.66,331.0993,24.8607,2.492,21.63,3.211,0.3191,7.32,90.69,,0.0921831
2023-02-03 16:00:00,23311.62,1652.96,330.0328,24.3674,2.463,21.21,3.117,0.3161,7.23,89.82,,0.0920296
2023-02-03 20:00:00,23421.84,1663.7,332.4669,24.6794,2.502,21.42,3.111,0.3296,7.31,91.15,,0.0929799
2023-02-04 00:00:00,23345.2,1654.09,329.5911,24.4725,2.469,21.19,3.076,0.3282,7.17,90.03,,0.0938282
2023-02-04 04:00:00,23326.36,1658.46,328.5359,24.5273,2.452,21.23,2.99,0.3209,7.21,89.51,,0.0936561
2023-02-04 08:00:00,23359.7,1661.78,329.2352,24.5955,2.477,21.23,3.059,0.3229,7.24,90.28,,0.0941817
2023-02-04 12:00:00,23426.58,1680.21,331.2282,24.6521,2.523,21.29,3.05,0.3246,7.28,90.03,,0.094057
2023-02-04 16:00:00,23423.08,1675.28,330.1689,24.6901,2.539,21.24,3.069,0.3411,7.33,89.13,,0.0973941
2023-02-04 20:00:00,23327.52,1666.17,330.38,24.3342,2.504,21.04,2.994,0.3303,7.24,89.11,,0.0956953
2023-02-05 00:00:00,23341.07,1660.86,329.4438,24.3174,2.522,20.92,2.992,0.3336,7.2,88.49,,0.0949343
2023-02-05 04:00:00,23381.26,1668.14,332.4253,24.3534,2.522,20.98,2.985,0.3435,7.21,89.02,,0.0955363
2023-02-05 08:00:00,23362.41,1662.42,333.0124,24.1376,2.508,20.9,2.91,0.3677,7.18,88.38,,0.0950886
2023-02-05 12:00:00,23098.1,1644.7,326.8812,23.6664,2.379,20.27,2.908,0.3864,6.99,84.85,,0.0920246
2023-02-05 16:00:00,22903.13,1619.67,326.9019,23.3897,2.348,19.96,2.856,0.4085,6.98,84.94,,0.0919526
